incident_id,grouping_key,start_time,end_time,num_alertes,rule_ids_distinct,rule_descriptions,rule_level_max,rule_groups_union,contains_attack_success,contains_kill_chain,zone,incident_ground_truth,score_rule_level,score_type,score_frequency,score_zone,composite_score,llm_niveau,llm_justification,llm_latency_seconds
000__1,000,2026-07-02 09:24:41.188000+00:00,2026-07-02 09:27:39.219000+00:00,8,"['2501', '5501', '5502', '5503', '5557']","['2501 (syslog: User authentication failure.)', '5501 (PAM: Login session opened.)', '5502 (PAM: Login session closed.)', '5503 (PAM: User login failed.)', '5557 (unix_chkpwd: Password check failed.)']",5,"['access_control', 'authentication_failed', 'authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.3125,0.2,0.3662040962227033,0.0,0.2526158192445407,haute,"L'incident ne correspond pas aux critères pour une classification en critique (accès confirmé ou chaîne d'attaque confirmée). Le niveau Wazuh maximal observé est 5/16, ce qui n'est pas élevé. L'incident a duré 3 minutes et a déclenché 8 alertes, mais les groupes de règles déclenchés sont divers (access_control, authentication_failed, authentication_success, pam, syslog) et ne suggèrent pas une attaque malveillante spécifique. Le score composite pré-calculé est également relativement bas à 0,253.",113.809006690979
000__10,000,2026-07-06 12:05:43.192000+00:00,2026-07-06 12:08:13.205000+00:00,6,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.32431835817588556,0.0,0.2004886716351771,normale,"L'incident n'a pas atteint le seuil critique en raison des indicateurs suivants : 
- Accès confirmé : NON
- Chaîne d'attaque confirmée : NON
- Niveau Wazuh maximal observé : 3/16 (pas suffisamment élevé pour une alerte critique)
- Zone réseau source : interne (activité normale dans le réseau interne)
- Groupes de règles déclenchés : authentication_success, pam, syslog (activités normales liées à l'authentification et au journalisation)
- Règles distinctes observées : 5501 (PAM: Login session opened.)
- Score composite pré-calculé : 0.200 (indicateur faible)",120.88862991333008
000__11,000,2026-07-06 12:47:47.048000+00:00,2026-07-06 12:47:53.050000+00:00,6,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.32431835817588556,0.0,0.2004886716351771,normale,"L'incident a duré moins d'une minute et n'a déclenché que 6 alertes, ce qui suggère qu'il s'agit probablement d'un bruit de fond ou d'une activité légitime. Le niveau Wazuh maximal observé est relativement faible (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation, ce qui n'est pas anormal pour une zone réseau interne. En outre, le score composite pré-calculé est bas (0,200), ce qui suggère que l'incident n'a pas de caractère répétitif marqué.",95.28421139717102
000__12,000,2026-07-06 13:16:15.252000+00:00,2026-07-06 13:16:23.254000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",85.0319652557373
000__13,000,2026-07-07 12:29:12.052000+00:00,2026-07-07 12:29:18.053000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",71.9095549583435
000__14,000,2026-07-07 14:37:59.297000+00:00,2026-07-07 14:38:03.300000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",70.9070177078247
000__15,000,2026-07-09 12:38:28.044000+00:00,2026-07-09 12:38:34.045000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",71.72406315803528
000__16,000,2026-07-14 11:46:18.499000+00:00,2026-07-14 11:46:22.500000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",71.40214276313782
000__17,000,2026-07-15 08:52:36.180000+00:00,2026-07-15 08:52:40.181000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",71.54876923561096
000__18,000,2026-07-16 09:30:36.116000+00:00,2026-07-16 09:30:40.118000+00:00,3,['5501'],['5501 (PAM: Login session opened.)'],3,"['authentication_success', 'pam', 'syslog']",False,False,interne,normale,0.1875,0.2,0.23104906018664842,0.0,0.18183481203732968,normale,"L'incident a duré moins d'une minute et n'a déclenché que trois alertes, ce qui suggère qu'il pourrait s'agir d'un signal faible ou de bruit de fond. Le niveau Wazuh maximal observé est relativement bas (3/16) et les groupes de règles déclenchés sont liés à l'authentification et au journalisation système, ce qui n'est pas anormal pour une activité interne. L'absence d'accès confirmé ou de chaîne d'attaque confirmée renforce cette hypothèse.",71.08468794822693
